model_type,n_predictors,n_observations,n_tracks,n_estimators,max_depth,spatial_sampling,spatial_sampling_ratio,cv_r2_mean_spatial,cv_r2_std_spatial,cv_rmse_mean_spatial,cv_r2_mean_random,cv_r2_mean_runner,oob_score_final,oob_score_mean_cv,test_r2,test_rmse,test_mae,cv_time_seconds,total_time_seconds,cores_used
random_forest_enhanced,14,78409,68,300,20,True,0.7,0.38571045942848164,0.008104545525121984,3.280394289165534,0.3886133126984627,0.38935661627836804,0.4256952845490294,0.38606485912483646,0.424565489261557,3.1919663416009247,2.2969225553778867,379.10184502601624,902.938512802124,8
